Continent,Country,Province-eng,Province-chi,Town-eng,Town-chi,Source
North America,United States 美國,Oklahoma,,Oklahoma,笃统亚麻,美洲致公堂與大同報
North America,United States 美國,Oregon,,Huntington,杭定顿,美洲致公堂與大同報
North America,United States 美國,South Dakota,,Deadwood,积活,美洲致公堂與大同報
North America,United States 美國,Texas,,Fort Worth,火活,美洲致公堂與大同報
North America,United States 美國,Texas,,San Antonio,山多寸,美洲致公堂與大同報
North America,United States 美國,Utah,,Ogden,恶顿,美洲致公堂與大同報
North America,United States 美國,Oregon,,Baker City,迫加斯地,美洲致公堂與大同報
North America,United States 美國,Wyoming,,Rock Springs,洛士丙令,美洲致公堂與大同報
North America,United States 美國,Idaho,,Pocatello,爹罅,美洲致公堂與大同報
North America,United States 美國,Nevada,,Carson City,卡慎,美洲致公堂與大同報
North America,United States 美國,Texas,,El Paso,巴梳?,美洲致公堂與大同報
North America,United States 美國,Georgia,,Atlanta,亚连打,美洲致公堂與大同報
North America,United States 美國,Idaho,,Boise,贝士卜提 (Boise Port),美洲致公堂與大同報
North America,United States 美國,Ohio,,Cleveland,企里?,美洲致公堂與大同報
North America,United States 美國,Minnesota,,Minneapolis,棉答步路,美洲致公堂與大同報
North America,United States 美國,Nevada,,Elko,我利古?,美洲致公堂與大同報
North America,United States 美國,Montana,,Billings,比利,美洲致公堂與大同報
North America,United States 美國,Montana,,Livingston,立必斯地?,美洲致公堂與大同報
North America,United States 美國,Nevada,,"Jackson, Dakota",地高打掌慎,美洲致公堂與大同報
North America,United States 美國,California,,Madera,次马且罅?,美洲致公堂與大同報
North America,United States 美國,North Carolina,,Raleigh,罗利,美洲致公堂與大同報
North America,United States 美國,Georgia,,Macon,墨简,美洲致公堂與大同報
North America,United States 美國,Texas,,Beaumont,布满,美洲致公堂與大同報
North America,United States 美國,New Mexico,,Lordsburg,罗珠卜,美洲致公堂與大同報
North America,United States 美國,Arizona,,Benson,片顺?,美洲致公堂與大同報
North America,United States 美國,Arizona,,Tucson,挑新?,美洲致公堂與大同報
North America,United States 美國,California,,Redlands,力运?,美洲致公堂與大同報
North America,United States 美國,California,,Salinas,沙连那,美洲致公堂與大同報
North America,United States 美國,California,,Menlo Park,尾利扮,美洲致公堂與大同報
North America,Canada 加拿大,British Columbia,,New Westminster,英属二埠,Xinning Magazine
North America,Canada 加拿大,British Columbia,,Vancouver,温哥华,Xinning Magazine
North America,Canada 加拿大,Alberta,,Edmonton,的面顿,Xinning Magazine
North America,Canada 加拿大,Saskatchewan,,Saskatoon,沙市回寸,Xinning Magazine
North America,Canada 加拿大,Ontario,,Toronto,粗朗粗,Xinning Magazine
North America,Canada 加拿大,Manitoba,,Winnipeg,稳汝辟,Xinning Magazine
North America,United States 美國,California,,Los Angeles,罗省忌利埠,Xinning Magazine
North America,United States 美國,California,,Sacramento,金山二埠,Xinning Magazine
North America,United States 美國,California,,San Francisco,金山大埠,Xinning Magazine
North America,United States 美國,Colorado,,Trinidad,千里达,Xinning Magazine
North America,United States 美國,District of Columbia,,Washington,华慎顿,Xinning Magazine
North America,United States 美國,Louisiana,,New Orleans,纽多连,Xinning Magazine
North America,United States 美國,Maryland,,Baltimore,保利么,Xinning Magazine
North America,United States 美國,Massachusetts,,Boston,保市顿,Xinning Magazine
North America,United States 美國,Minnesota,,Minneapolis,缅汝答步埠,Xinning Magazine
North America,United States 美國,Ohio,,Cleveland,企李仑,Xinning Magazine
North America,United States 美國,Oregon,,Portland,砵仑埠,Xinning Magazine
North America,Canada 加拿大,British Columbia,卑四省,Alberni,亞路本拿,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Alert Bay,亞咧吡,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Agassiz,厄架四,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Abbotsford,鴨別佛,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Aberdeen,鴨布典,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Aldergrove,亞路咑故老委,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Alkali Lake,亞扣厘瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Annierville,欣汝和路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Ashcroft,埃市卡蠟付,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Athrim,亞士林,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Barkerville,壁架和路 即加罅補,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Barniston Island,卑汝頓埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Bear Lake,卑瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Beaver,卑吧,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Beaver Creek,卑吧隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Bella Bella,卑厘卑厘,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Balla Lolla,卑厘巧厘,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Big Bar,迫霸,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Blaine Wash.,布粦,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Bonaparte Valley,本体嘩利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Boundry Bay,本粗利比,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Bronsville,布朗和路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cache Creek,茄市隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Carthewville,卡非和路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cassiar,茄市也,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Centreville,仙咑和和,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cedar,四咑,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cheam,詔,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cherry Creek,車厘隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Chilcoten,車厘巧親,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Chilliwack,車厘役,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Chemainus,占尾汝市,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Clover Point,巧老巴判,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cobble Hill,巧步路喜路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cisco,西巧,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Clayton,企李悞,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Connally Lake,干汝利瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Columbia Lake,巧欖卑瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Clinton,茄粦頓 即華人叫長善埠,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Clover Valley,巧老吧嘩利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Comox,冚目,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Corfield,卡夫路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Couthes,豁厘市,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cresend Island,企李善埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cowichan,巧比陣,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cranbrooke,古令卜,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Danman Island,丹文埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Dover Port,都巴判,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Delta,爹路地,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Departure Bay,地砵珠比,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Dog Creek,鐸隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Douglas Lake,得忌利市瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Donald,黨羅,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Duncans,黨件,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Drynock,茲黎諾,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Elgin,亞路伴,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Enderby,顚打比,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Empire Valley,俺怕黎嘩利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Esquimalt,士鬼麼,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fernie,付令尼,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Field,啡路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fairmont Spring,科綱土丙令,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fort George,砵佐治,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fort Simpson,科審臣,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fort Rupert,科蠟疋,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fraser Lake,科李市瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Gabriola Island,鳩巴吝李埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Galiano Island,鳩吝那埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Georgetown,佐治創,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Glacier House,幾李沙好士,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Golden,高倫,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Goldstream,高路士祖廉,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Grand Fooks,古蘭福,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Granite Creek,加蘭市隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Grant Prairie,加蘭怕碌,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Greenwood,古粦鬱,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Guan Brook,閏布黎,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hall Prairie,好路怕黎,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Harrison River,下利善李,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Harrison Hot Springs,下利善撻士丙令,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Harvey Creek,下委隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hatzic Prairie,乞惄怕黎,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hazelton,口路頓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hope,火榻,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hornby Island,漢比埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Illecilliwaet,埃路舍厘核,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Inverness,因云媽市,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Irvings,亞永,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,James Island,針埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Johnson Landing,尊臣蘭定,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Keefers,企花,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Keithley Creek,企士利隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Keremeas,茄尾市,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Kettle River,迄路李巴,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Kootenay,屈汝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Koksilah,郭厘市,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Ladners Landing,蘭打市蘭定,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Laketon,瀝頓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Langley,冷利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Langley Prairie,令利怕黎,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lansdowne,粦黨爾,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lake,瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lillooet,李利律,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lower Nicola,老丫惄忌利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lowe Inlet,老委顚列,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lulu Island,魯魯埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lytton,列悟,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Macpherson,墨夫善,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Maple Bay,尾步路比,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Maple Ridge,尾步咧治,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Marny Mission,咩利尾善,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Matsqui,乜市啓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Massett,乜市失,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Metchosin,乜超善,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Mayne Island,尾爾埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Metlakahtla,乜四咳罅,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,McDame Creek,墨店隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,McLeod's Lake,墨律瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Minnie Lake,米爾瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Moodyville,舞地和路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Mouth Quesnelle,茂士閒那,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Mount Lehman,綱李問,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Moyie,舞曳,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Mud Bay,勿比,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Naas,馬市,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nanaimo,呢么,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nanoose Bay,呢那士比,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nelson,爾路善,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,New Westminster,弩和市緬市咑,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,New Caledonia,弩茄李敦爾,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,N. W. Junction,長善,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nicola Valley,惄忌利嘩利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nicola Lake,惄忌利瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,North Bend,那士扁 即諾丙埠,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,North Arm,那士菴 即那參,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nicomen Island,惄巧文埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Natch Hill,叭珠喜路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,150 Mile House,一百五十米,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Okanagan Mission,屋件尾善,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Osoyoos Lake,澳筲夭瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Pavilion Mountain,譬和路善網頓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Parksville,栢士和路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Pavilion,誓和路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Penticton,片戚頓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Pender Island,片打埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Phoenix,芬匿士,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Plumper Pass,普攬怕市,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Popcum,怕冚,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Essington,砵於善頓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Hammond,砵坎文,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Haney,砵顯利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Kells,砵企路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Moody,砵舞地,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Princeton,譬連市頓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Prevost Island,普窩市埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Quesnell Forks,福士閒那,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Quadra,掛地,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Quamichon,喬乜陣,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Quilchenna,喬路陣汝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Revelstoke,李巴市篤,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Richmond,咧治問,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Riverside,李巴洗,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Rock Creek,洛隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Rockford,洛佛,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Rogers Pass,洛蔗怕市,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Robson,蠟巴善,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Rossland,羅士連,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sandon,聖頓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sardis,沙地士,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Saunders Harbor,山咑士下巴,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Salmon River,沙面李巴,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Saanich,山汝治,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Salt Spring Island,所路市丙令埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Savanas,審市嘩利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sea Island,四埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Semilkameen,士墨架文,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Shuswap,所市滑,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Shapland,澀譬粦,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sicamous,昔儉麼士,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sidney Island,雪汝埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Skeena,市卷拿,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Skidegate,市結地桀,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Snowshoe Creek,士弩數隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Somenos,心文弩士,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Spallumacheen,市卑路尾申,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Spalsum,市卑森,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Spences Bridge,市片士卑咧治,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Spuzzum,市疋砧,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Stanley,市丹利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Steveston,市地廠,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,St. Mary's Mission,媽利尾善,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Stony Creek,市蠢汝隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Stump Lake,市胆瀝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sumas,所媽,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Surrey Centre,沙利仙咑,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Union Mine,夭寅米,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Vancouver,云巧巴(即咸水埠),"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Vanwinkle,云永路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Van-Anda,溫晏咑,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Vernon,云甯,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Vesuvius Bay,云少利市比,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Warm Spring Camp,汪市丙令冚,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Wellington,和令頓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,White Valley,咑嘩利,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Wharnock,嘩諾,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Yale,爺路 即火者埠,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Ymir,爹馬,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nicomen,惄巧文,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Galena,加倫汝,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Guichon,加治陣,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Northfield,那士啡路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hanceville,欣四和路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Huntingdon,亨甯頓,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Laclahache,瀝李珠,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Mission City,尾善失地,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nikomekel,乃巧美路,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sooke,宿,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Shortreed,刹始李,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Soda Creek,所咑隙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Upper Sumas,鴨巴所媽,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Westham Island,和市坎埃崙,"Dictionary, 1913"
North America,Canada 加拿大,British Columbia,卑四省,Windermere,云咑咩,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Alameda,亞林尾地,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Alexander,亞力山咑,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Alexandria,亞力山粗汝,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Algoma,嘔路君美,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Almonte,嶇路滿汝,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Alton,嘔路村,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Anthracite,晏咑洗,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Apple Hill,鴨蒲路喜路,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Arden,亞頓,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Arnaud,亞汝律,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Arnprior,亞怕禮丫,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Arthur,亞沙,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Athens,咽完,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Austin,罅市淺,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Aylmer,亞路咩,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Ayr,嘔爺,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Bagot,卑葛,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Balgonie,卑路管汝,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Banff,板付,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Bantry,板粗利,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Barclay,把企李,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Barnsley,品汝市利,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Belleville,卑利和路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Bowmanville,保民和路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Barrie,巴李,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Brandon,卑粦頓,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Brockville,布洛和路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Brampton,布廉頓,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Berlin,巴嗹,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Brighton,布黎頓,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Brantford,布粦佛,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Battleford,必路佛,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Broadview,布捋和,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Binscarth,邊市卡士,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Bracebridge,卑李市卑列治,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Boissevain,保市四云,"Dictionary, 1913"
